Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","646","Rwanda","5511","Production","S2615","Bananas","2018","2018","1000 tonnes","1770","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5511","Production","S2615","Bananas","2019","2019","1000 tonnes","1047","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5511","Production","S2615","Bananas","2020","2020","1000 tonnes","1119","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2010","2010","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2011","2011","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2012","2012","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2013","2013","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2014","2014","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2015","2015","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2016","2016","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2017","2017","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2018","2018","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2019","2019","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5911","Export Quantity","S2615","Bananas","2020","2020","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2010","2010","1000 tonnes","2003","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2011","2011","1000 tonnes","2152","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2012","2012","1000 tonnes","2551","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2013","2013","1000 tonnes","2850","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2014","2014","1000 tonnes","1039","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2015","2015","1000 tonnes","1098","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2016","2016","1000 tonnes","1128","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2017","2017","1000 tonnes","1739","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2018","2018","1000 tonnes","1770","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2019","2019","1000 tonnes","1047","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5301","Domestic supply quantity","S2615","Bananas","2020","2020","1000 tonnes","1119","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2010","2010","1000 tonnes","550","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2011","2011","1000 tonnes","591","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2012","2012","1000 tonnes","700","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2013","2013","1000 tonnes","782","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2014","2014","1000 tonnes","285","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2015","2015","1000 tonnes","301","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2016","2016","1000 tonnes","310","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2017","2017","1000 tonnes","477","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2018","2018","1000 tonnes","486","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2019","2019","1000 tonnes","287","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5123","Losses","S2615","Bananas","2020","2020","1000 tonnes","307","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5131","Processing","S2615","Bananas","2010","2010","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5131","Processing","S2615","Bananas","2011","2011","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5131","Processing","S2615","Bananas","2012","2012","1000 tonnes","0","I","Imputed value"
"FBS","Food Balances (2010-)","646","Rwanda","5131","Processing","S2615","Bananas","2013","2013","1000 tonnes","0","I","Imputed value"
